volumeNumber,aidType,geopoliticalHeading,regionHeading,subregionHeading,localHeading,precedingNote,featureNumber,name,position,charNo,characteristic,heightFeetMeters,range,structure,remarks,postNote,noticeNumber,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,GREENOCK:,,,,"4556
A4440"," --Rear, 32 meters 196^ from front.","55°57'36.5""N 
4°46'35.3""W",1,"F.G.
","30
9",12,"Yellow metal column.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,GREENOCK:,,,,"4560
A4444", -Clydeport Container Terminal.,"55°57'27.3""N 
4°45'54.1""W",1,"Q.G.
","26
8",8,"Gray metal column.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,GREENOCK:,,,,"4564
A4442"," --Range, front.","55°57'26.58""N 
4°45'54.2""W",1,"F.G.
","59
18",,"Building.
",,,201513,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,GREENOCK:,,,,"4568
A4442.10"," --Rear, 360 meters 194^30' from front.","55°57'15.3""N 
4°45'59.4""W",1,"F.G.
","108
33",,"Pylon.
Floodlit. 
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,GREENOCK:,,,,"4572
A4458"," -Victoria Harbor, W. side of entrance.","55°56'46.28""N 
4°44'41.6""W",1,"2 F.G. (vert.)
","23
7",,"Green mast; 16. 
","2 meters apart.
",,201513,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,GREENOCK:,,,,"4580
A4470"," -Garvel Embankment, W. end.","55°56'48.3""N 
4°43'32.9""W",1,"Oc.G.
period 10s 
fl. 6.0s, ec. 4.0s 
","30
9",4,"Mast.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,GREENOCK:,,,,"4584
A4472", --Maurice Clark Point.,"55°56'36.11""N 
4°42'50.57""W",1,"Q.G. 
","22
7",2,"Green stone tower. 
",,,201513,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,PORT GLASGOW:,,,,"4588
A4476"," -Beacon, off the entrance.","55°56'15.25""N 
4°41'15.37""W",1,"F.G.
","24
7",9,"Black and white checkered tower, cupola; 26.
",,,201622,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,PORT GLASGOW:,,,,"4592
A4478", -Steamboat quay.,"55°56'15.1""N 
4°41'25.5""W",1,"F.G.
","39
12",12,"Black and white checkered column; 36.
","Visible 210°-290°.
",,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4596
A4484",Garrison.,"55°55'52.7""N 
4°34'05.8""W",1,"Fl.G.
period 5s 
fl. 0.5s, ec. 4.5s 
","33
10",8,"Green pedestal, green masonry base; 36.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4600
A4486",Dumbuck.,"55°55'47.3""N 
4°32'32""W",1,"Fl.G.
period 2s 
fl. 0.3s, ec. 1.7s 
","33
10",8,"Green masonry tower; 39.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4604
A4488",Longhaugh.,"55°55'39.29""N 
4°31'00""W",1,"Fl.G.
period 2s 
fl. 0.3s, ec. 1.7s 
","33
10",8,"Green pedestal, green masonry base; 36.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4608
A4490",Dunglass.,"55°55'44.86""N 
4°30'08.67""W",1,"Fl.R.
period 2s 
fl. 0.3s, ec. 1.7s 
","32
10",6,"Red pedestal; 35.
",,,201513,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4612
A4494",Bowling.,"55°55'47.4""N 
4°29'13.4""W",1,"Fl.R.
period 4s 
fl. 1.0s, ec. 3.0s 
","32
10",6,"Red metal column.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4616
A4496",Donalds quay.,"55°55'31""N 
4°28'06.3""W",1,"Fl.R.
period 4s 
fl. 1.0s, ec. 3.0s 
","32
10",6,"Red framework tower, red hut; 36.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4620
A4498",St. Patricks Stone.,"55°55'13.6""N 
4°27'51.2""W",1,"Fl.G.
period 5s 
fl. 0.5s, ec. 4.5s 
","32
10",8,"Green pedestal, masonry base; 36.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4628
A4501",Erskine.,"55°54'47.53""N 
4°27'16.24""W",1,"Fl.G.
period 5s 
fl. 0.5s, ec. 4.5s 
","32
10",8,"Green pedestal; 35.
",,,201513,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4636
A4504",Rashielee.,"55°54'20.85""N 
4°26'34.44""W",1,"Fl.G.
period 2s 
fl. 0.3s, ec. 1.7s 
","32
10",8,"Green pedestal; 35.
",,,201513,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4640
A4506",Dalmuir West.,"55°54'23.2""N 
4°26'16.3""W",1,"Fl.R.
period 2s 
fl. 0.3s, ec. 1.7s 
","32
10",6,"Red metal column, masonry base; 36.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4644
A4510", -East.,"55°54'10.31""N 
4°25'03.2""W",1,"Fl.R.
period 4s 
fl. 1.0s, ec. 3.0s 
","32
10",6,"Red framework tower, red base; 36.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4648
A4508",Newshot Island.,"55°54'11.12""N 
4°25'31.58""W",1,"Fl.G.
period 5s 
fl. 0.5s, ec. 4.5s 
","32
10",8,"Green pedestal; 35.
",,,201513,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4652
A4511",Algies.,"55°53'46.2""N 
4°24'44.1""W",1,"Fl.G.
period 5s 
fl. 0.5s, ec. 4.5s 
","23
7",8,"Green metal gantry; 20.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4654
A4511.20",Slipway.,"55°53'39.11""N 
4°24'19.7""W",1,"Fl.R.
period 4s 
fl. 0.3s, ec. 3.7s 
","16
5",3,"Red metal pole.
","Marks end of slipway.
",,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4656
A4512",Blythswood.,"55°53'24""N 
4°24'06""W",1,"Fl.G.
period 2s 
fl. 0.3s, ec. 1.7s 
","32
10",8,"Green tower, green base; 35.
",,,200308,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4660
A4513",Renfrew West.,"55°53'12.64""N 
4°23'07.78""W",1,"Fl.G. 
period 5s 
fl. 0.5s, ec. 4.5s 
","32
10",8,"Green metal column; 35. 
",,,201513,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4672
A4516",Braehead.,"55°52'35.53""N 
4°21'45.08""W",1,"Fl.G.
period 2s 
fl. 0.3s, ec. 1.7s 
","32
10",8,"Green pedestal; 35.
",,,201513,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4680
A4519","Shieldhall East, wharf, head.","55°52'06.47""N 
4°20'18.14""W",1,"Fl.G.
period 2s 
fl. 0.3s, ec. 1.7s 
","55
17",8,"Green mast; 58.
",,,201513,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4684
A4520",Linthouse.,"55°52'05.2""N 
4°19'54.2""W",1,"Fl.G.
period 5s 
fl. 0.5s, ec. 4.5s 
","32
10",8,"Green metal framework tower; 36.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4688
A4521",Fairfield.,"55°52'03.04""N 
4°19'22.42""W",1,"Fl.G.
period 5s 
fl. 0.5s, ec. 4.5s 
","32
10",8,"Green mast; 35.
",,,201513,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4693
A4527", -Garden Festival Swing Bridge.,"55°51'32.9""N 
4°17'23.1""W",1,"Fl.R.
period 10s 
","10
3",1,"PORT (A) R, pile, topmark; 10.
","Marks N. channel limit.  3 F.R. in form of triangle mark center of channel when bridge is closed.
",,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4694
A4527.20", -S. side of bridge.,"55°51'31.8""N 
4°17'24.1""W",1,"Fl.G.
period 10s 
","10
3",1,"STARBOARD (A) G, pile, topmark; 10.
","Marks S. channel limit.
",,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4695
A4527.40", -N. channel limit.,"55°51'31.59""N 
4°17'16.9""W",1,"Fl.R.
period 10s 
","10
3",1,"PORT (A) R, pile, topmark; 10.
","Marks N. channel limit.
",,201515,
PUB 114,Lighted Aids,SCOTLAND-FIRTH OF CLYDE,,,,,"4696
A4527.60", -S. channel limits.,"55°51'30.3""N 
4°17'17.9""W",1,"Fl.G.
period 10s 
","10
3",1,"STARBOARD (A) G, pile, topmark; 10.
","Marks S. channel limit.
",,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,ARDROSSAN:,,,,"4700
A4532", -055^.,"55°38'38.99""N 
4°49'13.2""W",1,"Dir.W.R.G.
","49
15","W. 14 
R. 11 
G. 11","Metal framework tower; 39.
","F.G. 050°-051°12`, Al.W.G.- 053°48` (W. phase increasing with bearing), F.W.-056°12`, Al.W.R.-058°48` (R. phase increasing with bearing), F.R.-060°.
",,201517,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,ARDROSSAN:,,,,"4700
A4532",,"55°38'38.99""N 
4°49'13.2""W",2,"F.R.
","43
13",6,,"Passing light visible 325°-145°.
",,201517,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,ARDROSSAN:,,,,"4704
A4538"," -Pier, head.","55°38'27.82""N 
4°49'33.93""W",1,"Iso.W.G.
period 4s 
","37
11",9,"White tower; 29.
","G. 317°-035°, W.-317°.
",,201513,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,ARDROSSAN:,,,,"4708
A4536"," -N. breakwater, head.","55°38'30.91""N 
4°49'37.84""W",1,"Fl.R.
period 5s 
","22
7",5,"Red gantry; 3.
",,,201513,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,IRVINE:,,,,"4716
A4546", -S. side of entrance.,"55°36'10.01""N 
4°42'02.1""W",1,"Fl.G.
period 3s 
fl. 0.3s, ec. 2.7s 
","19
6",5,"Green metal column, platform; 20.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,IRVINE:,,,,"4724
A4548"," -Range, front.","55°36'24.34""N 
4°41'34.2""W",1,"F.G. 
","33
10",5,"Green mast; 33. 
","Visible 019°-120°.
",,201513,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,IRVINE:,,,,"4728
A4548.10"," --Rear, 101 meters 051^ from front.","55°36'26.15""N 
4°41'30.11""W",1,"F.R. 
","50
15",5,"Green mast; 50. 
","Visible 019°-120°.
",,201513,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,TROON HARBOR:,,,,"4732
A4554"," -W. pier, head.","55°33'03.45""N 
4°41'01.31""W",1,"Fl.(2)W.G.
period 5s 
fl. 0.6s, ec. 0.9s 
fl. 0.6s, ec. 2.9s 
","35
11",9,"White tower; 26.
","G. 036°-090°, W.-036°.
",,201513,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,TROON HARBOR:,,,,"4740
A4558"," -E. pier, head.","55°33'01.16""N 
4°40'57.08""W",1,"Q.R.
","19
6",3,"Red metal pole, dolphin; 13.
",,,201622,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4744
A4562",Lady Isle.,"55°31'37.39""N 
4°44'03""W",1,"Fl.W.
period 2s 
fl. 0.5s, ec. 1.5s 
","63
19",11,"White tower, red stripes; 16.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4744
A4562",RACON,"55°31'37.39""N 
4°44'03""W",2,"T (- )
",,11,,"(3 & 10cm).
",,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,AYR HARBOUR:,,,,"4752
A4574"," -Near pilot's house, Range, front.","55°28'08.62""N 
4°38'23.04""W",1,"F.R.
","33
10",5,"Red tower, white lantern; 20.
","Traffic signals.
",,201513,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,AYR HARBOUR:,,,,"4756
A4574.10"," --Rear, 130 meters 098^ from front.","55°28'07.8""N 
4°38'15.98""W",1,"Oc.R.
period 10s 
fl. 8.0s, ec. 2.0s 
","58
18",9,"Masonry tower, white lantern; 72.
",,,201622,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,AYR HARBOUR:,,,,"4760
A4568"," -S. pier, head.","55°28'10.2""N 
4°38'45.8""W",1,"Q.W.
","24
7",7,"White tower; 20.
","Visible 012°-161°.
",,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,AYR HARBOUR:,,,,"4760
A4568",,"55°28'10.2""N 
4°38'45.8""W",2,"F.G.
","18
5",5,,"Visible 012°-082°.
",,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,AYR HARBOUR:,,,,"4764
A4566"," -N. breakwater, head.","55°28'12.4""N 
4°38'47.2""W",1,"Q.R.
","29
9",5,"White metal framework tower; 30.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4772
A4580",Turnberry.,"55°19'32.41""N 
4°50'40.8""W",1,"Fl.W.
period 15s 
fl. 0.4s, ec. 14.6s 
","95
29",12,"White tower; 79.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4776
A4588","Girvan, S. pier, head.","55°14'42.94""N 
4°51'53.72""W",1,"2 F.G. (vert.)
","26
8",4,"Metal mast, white tower; 20.
","Traffic signals 220 meters SE.
",,201622,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4778
A4588.40"," -N. breakwater, head.","55°14'45.1""N 
4°51'49.8""W",1,"Fl.(2)R.
period 6s 
","23
7",4,"Pole, concrete base; 13.
",,,201517,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4780
A4586"," -N. groyne, head.","55°14'42.81""N 
4°51'42.4""W",1,"Fl.R.
period 4s 
","16
5",2,"Metal framework tower.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4812
A4608",Crammag Head.,"54°39'54""N 
4°57'54""W",1,"Fl.W.
period 10s 
fl. 1.0s, ec. 9.0s 
","114
35",18,"White tower; 23.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4816
A4610",Mull of Galloway.,"54°38'05.29""N 
4°51'25.5""W",1,"Fl.W.
period 20s 
fl. 0.5s, ec. 19.5s 
","325
99",28,"White round tower; 85.
","Visible 182°-105°.
",,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4818
A4620","Port William Range, front.","54°45'36""N 
4°35'06""W",1,"Fl.G. 
period 3s 
fl. 0.3s, ec. 2.7s 
","23
7",3,"Metal mast; 20. 
",,,198001,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4818.1
A4620.10"," -Rear, 130 meters 105^ from front.","54°45'36""N 
4°35'06""W",1,"F.G. 
","33
10",2,"Bracket on building. 
",,,198706,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4820
A4622",Isle of Whithorn Harbor.,"54°41'48""N 
4°21'42""W",1,"Q.G. 
","13
4",3,"Gray column. 
",,,201932,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4822
A4624"," -Range, front.","54°42'00""N 
4°22'00""W",1,"Oc.R.
period 8s 
fl. 6.0s, ec. 2.0s 
","23
7",7,"Orange metal mast, orange diamond daymark; 13.
",,,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4823
A4624.10"," --Rear, 35 meters 355^ from front.","54°42'00""N 
4°22'00""W",1,"Oc.R.
period 8s 
","29
9",7,"Orange metal mast, orange diamond daymark; 10.
","Synchronized with front.
",,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4823.5
A4624.2",Isle of Whithorn.,"54°41'47.4""N 
4°21'33.6""W",1,"Fl.W.R.
period 3s 
fl. 0.5s, ec. 2.5s 
","66
20","W. 6 
R. 4","White square tower; 13.
","W. 310°-005°, R.-040°.
",,200231,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4824
A4630","Garlieston, pier, head.","54°47'30""N 
4°21'42""W",1,"2 F.R. (vert.)
","26
8",3,"Column; 16.
","1 meter apart.
",,200208,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4827
A4633.99","Little Ross, front.","54°46'03.6""N 
4°05'01.2""W",1,"Fl.(2)W.
period 5s 
","69
21",5,"Stone beacon; 33.
",,,200608,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4828
A4634"," -Rear, 201^ from front.","54°45'57.71""N 
4°05'06""W",1,"Fl.W.
period 5s 
fl. 0.5s, ec. 4.5s 
","165
50",12,"White tower; 66.
","Obscured in Wigton Bay S. of 103°.
",,201515,
PUB 114,Lighted Aids,SCOTLAND-WEST COAST,,,,,"4832
A4640","Hestan Islet, E. head.","54°49'57.32""N 
3°48'23.78""W",1,"Fl.(2)W.
period 10s 
fl. 0.5s, ec. 1.5s 
fl. 0.5s, ec. 7.5s 
","138
42",9,"White metal framework tower.
",,,201513,
PUB 114,Lighted Aids,ENGLAND-WEST COAST,SILLOTH:,,,,"4844
A4670", -Lees Scar Rock.,"54°51'48.01""N 
3°24'42""W",1,"Fl.G.
period 5s 
fl. 1.0s, ec. 4.0s 
","36
11",4,"White structure, piles; 13.
","Visible 005°-317°.
",,201622,
PUB 114,Lighted Aids,ENGLAND-WEST COAST,SILLOTH:,,,,"4848
A4671", --East Cote.,"54°52'48""N 
3°22'48""W",1,"F.G.
","50
15",12,"White structure, piles; 39.
","Visible 046°-058°, intensified 052°.
",,201622,
PUB 114,Lighted Aids,ENGLAND-WEST COAST,SILLOTH:,,,,"4852
A4672"," -Groyne, head.","54°52'06""N 
3°24'00""W",1,"2 F.G. (vert.)
","13
4",4,"Dolphin.
","F.G.W.G. (vert.) traffic signals exhibited from New Dock Signal Mast.
",,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST,SILLOTH:,,,,"4856
A4672.60", -Outfall.,"54°52'24""N 
3°23'24""W",1,"2 F.G. (vert.)
",,,"STARBOARD (A) G, beacon, topmark.
",,,198001,
PUB 114,Lighted Aids,ENGLAND-WEST COAST,MARYPORT:,,,,"4860
A4676"," -S. pier, head.","54°43'06""N 
3°30'30""W",1,"Fl.W.
period 1.5s 
fl. 0.2s, ec. 1.3s 
","32
10",6,"Metal framework tower.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST,MARYPORT:,,,,"4861
A4677", --Outfall.,"54°42'48""N 
3°31'24""W",1,"Fl.G.
period 5s 
",,,"STARBOARD (A) G, beacon, topmark.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST,WORKINGTON:,,,,"4864
A4688"," -Pier, head, S. side of entrance.","54°39'07.39""N 
3°34'35.4""W",1,"Fl.W.
period 5s 
fl. 1.0s, ec. 4.0s 
","36
11",5,"Red brick building; 20.
","Q.G. marks end of outer S. pier extension.
",,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST,WORKINGTON:,,,,"4868
A4692"," -Range, front.","54°38'54.01""N 
3°34'06""W",1,"F.R.
","32
10",3,"White pyramidal tower, orange band; 23.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST,WORKINGTON:,,,,"4872
A4692.10"," --Rear, 134 meters 131^49' from front.","54°38'54.01""N 
3°34'00""W",1,"F.R.
","40
12",3,"White pyramidal tower, orange band; 30.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST,WHITEHAVEN:,,,,"4880
A4698"," -W. pier, head.","54°33'12""N 
3°35'48""W",1,"Fl.G.
period 5s 
fl. 1.0s, ec. 4.0s 
","52
16",8,"White round tower; 46.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST,WHITEHAVEN:,,,,"4884
A4700"," -N. pier, head.","54°33'10.2""N 
3°35'45""W",1,"Fl.R.
period 5s 
","26
8",10,"White round tower; 20.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST,WHITEHAVEN:,,,,"4888
A4702"," -North Wall quay, head.","54°33'06""N 
3°35'30""W",1,"2 F.R. (vert.)
","25
8",2,"Mast.
","Lock control signals 30 meters E.
",,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST,,,,,"4892
A4710",St. Bees Head.,"54°30'47.63""N 
3°38'10.25""W",1,"Fl.(2)W.
period 20s 
fl. 1.5s, ec. 2.0s 
fl. 1.5s, ec. 15.0s 
","336
102",18,"White round tower; 56.
","Visible 340°-230°.
",,201622,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,,,,,"4896
A4720",Point of Ayre.,"54°24'56.5""N 
4°22'03.8""W",1,"Fl.(4)W.
period 20s 
fl. 0.2s, ec. 2.3s 
fl. 0.2s, ec. 2.3s 
fl. 0.2s, ec. 2.3s 
fl. 0.2s, ec. 12.3s 
","106
32",19,"White tower, two red bands; 98.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,,,,,"4896
A4720",RACON,"54°24'56.5""N 
4°22'03.8""W",2,"M(- - )
",,13,,"(3 & 10cm).
",,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,PEEL:,,,,"4924
A4734"," -Breakwater, head.","54°13'39.59""N 
4°41'39.4""W",1,"Oc.W.
period 7s 
fl. 5.0s, ec. 2.0s 
","37
11",6,"White tower; 26.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,PEEL:,,,,"4928
A4730"," -Pier, head, E. side of harbor entrance.","54°13'30""N 
4°41'42""W",1,"Oc.R.
period 7s 
fl. 5.0s, ec. 2.0s 
","27
8",,"White tower, red band, building.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,PEEL:,,,,"4932
A4732"," -Castle jetty, head.","54°13'35.99""N 
4°41'42""W",1,"Oc.G.
period 7s 
fl. 5.0s, ec. 2.0s 
","18
5",,"White tower, three green bands; 13.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,PORT ERIN:,,,,"4936
A4740"," -Range, front.","54°05'18""N 
4°45'24""W",1,"F.R.
","33
10",,"White tower, red band; 36.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,PORT ERIN:,,,,"4940
A4740.10"," --Rear, on E. shore, 39 meters 099^06' from front.","54°05'18""N 
4°45'24""W",1,"F.R.
","62
19",,"White column, red band, lantern; 13.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,PORT ERIN:,,,,"4944
A4744"," -Raglan pier, head.","54°05'06""N 
4°45'42""W",1,"Oc.G.
period 5s 
fl. 4.0s, ec. 1.0s 
","26
8",,"White tower, green band; 23.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,,,,,"4952
A4745",Thousla Rock.,"54°03'42.01""N 
4°48'00""W",1,"Fl.R.
period 3s 
fl. 0.7s, ec. 2.3s 
","30
9",4,"White octagonal concrete tapered pillar, red lantern.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,,,,,"4956
A4748",Chicken Rock.,"54°02'16.91""N 
4°50'21.5""W",1,"Fl.W.
period 5s 
fl. 0.5s, ec. 4.5s 
","125
38",21,"Granite tower; 144.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,,,,,"4956
A4748",RACON,"54°02'16.91""N 
4°50'21.5""W",2,"C(- • - • )
",,,,"(3 & 10cm).
",,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,PORT ST. MARY:,,,,"4960
A4752", -The Carrick.,"54°04'18""N 
4°42'30""W",1,"Q.(2)W.
period 5s 
","21
6",3,"ISOLATED DANGER BRB, pillar, topmark; 26.
",,,201517,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,PORT ST. MARY:,,,,"4964
A4756"," -Inner pier, head.","54°04'24""N 
4°44'00""W",1,"Oc.R.
period 3s 
fl. 2.0s, ec. 1.0s 
","25
8",,"White tower, red band; 26.
",,,201515,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,PORT ST. MARY:,,,,"4968
A4754"," -Alfred pier, head.","54°04'18""N 
4°43'42""W",1,"Oc.R.
period 10s 
fl. 6.0s, ec. 4.0s 
","25
8",5,"White tower, red band; 23.
",,,200308,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,CASTLETOWN HARBOUR:,,,,"4972
A4760"," -New pier, head.","54°04'18""N 
4°38'48""W",1,"Oc.R.
period 15s 
fl. 13.0s, ec. 2.0s 
","27
8",5,"White tower, red band; 30.
",,,200208,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,CASTLETOWN HARBOUR:,,,,"4976
A4761", -Irish quay.,"54°04'24""N 
4°38'54""W",1,"Oc.R.
period 4s 
fl. 3.0s, ec. 1.0s 
","16
5",,"White tower, red band; 13.
","Visible 142°-322°.  2 F.R. shown from each swing bridge.
",,201516,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,CASTLETOWN HARBOUR:,,,,"4980
A4760.50", -N. side of entrance.,"54°04'24""N 
4°38'54""W",1,"Oc.G.
period 4s 
fl. 3.0s, ec. 1.0s 
","11
3",,"White metal post, concrete column.
",,,201622,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,,,,,"4984
A4762","Langness, Dreswick Point.","54°03'17.6""N 
4°37'30.4""W",1,"Fl.(2)W.
period 30s 
fl. 0.6s, ec. 5.1s 
fl. 0.6s, ec. 23.7s 
","75
23",12,"White tower; 62.
",,,201516,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,,,,,"4988
A4764","Derby Haven, breakwater, SW. head.","54°04'36""N 
4°36'54""W",1,"Iso.G.
period 2s 
","15
5",5,"White tower, green band.
",,,200306,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,DOUGLAS BAY:,,,,"4992
A4770", -Douglas Head.,"54°08'36.33""N 
4°27'57.99""W",1,"Fl.W.
period 10s 
fl. 0.5s, ec. 9.5s 
","104
32",15,"White tower, buildings; 66.
","Visible 220°-037°. Unintensified 110°-220°.
",,201927,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,,,,,"5028
A4784","Laxey, pier, head.","54°13'30""N 
4°23'12""W",1,"Oc.R.
period 3s 
fl. 2.0s, ec. 1.0s 
","22
7",5,"White tower, red band; 13.
","Visible 318°-047°.
",,201516,
PUB 114,Lighted Aids,ENGLAND-WEST COAST-ISLE OF MAN,,,,,"5032
A4785"," -Breakwater, head.","54°13'30""N 
4°23'12""W",1,"Oc.G.
period 3s 
fl. 2.0s, ec. 1.0s 
","22
7",5,"White tower, green band; 13.
",,,201516,
